JobId,SessionId,Status,Reason,Created,Completed,Program,Name,Service,Instance,Tags,Usage (seconds)
clq54qsp2taogfca2080,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:41:31.167689Z,2023-12-09T11:41:50.107603Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq54kncftmaupnrkm00,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:41:06.75947Z,2023-12-09T11:41:23.104878Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq54e9ptmuf3ee4eh4g,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:40:41.258021Z,2023-12-09T11:40:58.694544Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq547sp2taogfca1u0g,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:40:15.872806Z,2023-12-09T11:40:33.406622Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq5414qoufpj6ppd520,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:39:48.423976Z,2023-12-09T11:40:07.408149Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq53qlalb59o0ihkur0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:39:22.846112Z,2023-12-09T11:39:40.345748Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq53idalb59o0ihku20,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:38:49.749489Z,2023-12-09T11:39:14.522477Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq53asqoufpj6ppd360,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:38:19.891315Z,2023-12-09T11:38:41.308307Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq533sqoufpj6ppd2l0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:37:51.996764Z,2023-12-09T11:38:11.659817Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq52tkqoufpj6ppd23g,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:37:26.856273Z,2023-12-09T11:37:43.034132Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq52mkp2taogfca1org,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:36:58.515008Z,2023-12-09T11:37:18.455626Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq52fcqoufpj6ppd0vg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:36:29.288051Z,2023-12-09T11:36:50.706589Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq5279ptmuf3ee4e9g0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:35:57.577334Z,2023-12-09T11:36:20.986443Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq520b537dd6q62jejg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:35:29.64109Z,2023-12-09T11:35:49.493315Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq51pb537dd6q62jdug,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:35:01.024488Z,2023-12-09T11:35:20.95072Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq51incftmaupnrkcf0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:34:34.533826Z,2023-12-09T11:34:52.575691Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq51bdalb59o0ihkomg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:34:05.387162Z,2023-12-09T11:34:26.527067Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq514dalb59o0ihko4g,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:33:37.437198Z,2023-12-09T11:33:56.984195Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq50s4qoufpj6ppcsbg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:33:04.728769Z,2023-12-09T11:33:28.730962Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq50l4p2taogfca1jkg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:32:36.264429Z,2023-12-09T11:32:56.139864Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq50esqoufpj6ppcr20,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:32:11.313594Z,2023-12-09T11:32:27.749269Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq508pptmuf3ee4e44g,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:31:47.218785Z,2023-12-09T11:32:03.537125Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq500kp2taogfca1hn0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:31:14.418487Z,2023-12-09T11:31:39.655978Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4vplalb59o0ihkkdg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:30:46.615704Z,2023-12-09T11:31:05.989964Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4visqoufpj6ppco0g,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:30:19.187972Z,2023-12-09T11:30:37.667839Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4vc3537dd6q62j500,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:29:52.442928Z,2023-12-09T11:30:09.836625Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4v5talb59o0ihkh00,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:29:27.066483Z,2023-12-09T11:29:44.118001Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4uv9ptmuf3ee4dv8g,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:29:01.454317Z,2023-12-09T11:29:18.38293Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4umsp2taogfca1cl0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:28:27.630709Z,2023-12-09T11:28:52.865386Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4ufcqoufpj6ppcjn0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:27:57.811395Z,2023-12-09T11:28:19.120825Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4u91ptmuf3ee4dtc0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:27:32.447734Z,2023-12-09T11:27:49.197864Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4u1hptmuf3ee4dsrg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:27:02.623416Z,2023-12-09T11:27:24.361117Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4tqncftmaupnrk0t0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:26:34.637239Z,2023-12-09T11:26:54.430352Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4tjncftmaupnrk080,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:26:06.052453Z,2023-12-09T11:26:26.005098Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4td4p2taogfca18ug,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:25:40.644303Z,2023-12-09T11:25:57.715551Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4t67cftmaupnrjv10,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:25:12.022211Z,2023-12-09T11:25:32.348382Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4sukqoufpj6ppcg10,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:24:42.681326Z,2023-12-09T11:25:04.416708Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4sokp2taogfca172g,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:24:18.653609Z,2023-12-09T11:24:34.252942Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4sh7cftmaupnrjtbg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:23:48.24146Z,2023-12-09T11:24:09.549052Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4s95alb59o0ihk9k0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:23:16.672926Z,2023-12-09T11:23:38.694359Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4s29ptmuf3ee4dnf0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:22:49.134476Z,2023-12-09T11:23:07.008698Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4rr4p2taogfca14n0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:22:20.277532Z,2023-12-09T11:22:38.897856Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4rj4qoufpj6ppccj0,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:21:48.329488Z,2023-12-09T11:22:07.349783Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4ra9ptmuf3ee4dlkg,clq4ra9ptmuf3ee4dlkg,Completed,,2023-12-09T11:21:13.342386Z,2023-12-09T11:21:34.224599Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4klsp2taogfca0eo0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:07:03.419214Z,2023-12-09T11:07:10.056248Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4kfsp2taogfca0e5g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:06:39.978596Z,2023-12-09T11:06:55.727236Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4k9ncftmaupnrj360,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:06:14.342212Z,2023-12-09T11:06:31.691932Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4k2vcftmaupnrj2lg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:05:47.821301Z,2023-12-09T11:06:06.014982Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4js4qoufpj6ppbk30,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:05:20.673055Z,2023-12-09T11:05:39.257333Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4jklalb59o0ihjd40,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:04:50.160394Z,2023-12-09T11:05:12.50251Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4jd4qoufpj6ppbiq0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:04:20.925311Z,2023-12-09T11:04:41.486361Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4j6vcftmaupnrj06g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:03:55.055651Z,2023-12-09T11:04:11.977812Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4j0sqoufpj6ppbhog,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:03:31.1337Z,2023-12-09T11:03:46.748417Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4iqtalb59o0ihjan0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:03:07.318658Z,2023-12-09T11:03:23.0781Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4ijr537dd6q62hv10,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:02:39.177078Z,2023-12-09T11:02:58.493269Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4icfcftmaupnriu4g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:02:09.887206Z,2023-12-09T11:02:30.822551Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4i4sqoufpj6ppbfgg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:01:39.085615Z,2023-12-09T11:02:01.3411Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4htvcftmaupnrit20,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:01:11.191477Z,2023-12-09T11:01:31.039404Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4hmvcftmaupnrisig,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:00:43.538594Z,2023-12-09T11:01:03.159864Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4hfsqoufpj6ppbc8g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T11:00:15.446869Z,2023-12-09T11:00:35.380315Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4h8cp2taogfca02t0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:59:45.99519Z,2023-12-09T11:00:06.282953Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4h1b537dd6q62hp1g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:59:17.469534Z,2023-12-09T10:59:37.253977Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4gor537dd6q62hoc0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:58:43.263412Z,2023-12-09T10:59:08.451719Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4ghpptmuf3ee4ci8g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:58:15.300773Z,2023-12-09T10:58:34.523122Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4gatalb59o0ihj2c0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:57:47.317432Z,2023-12-09T10:58:06.350814Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4g4cp2taogfc9vvn0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:57:21.017535Z,2023-12-09T10:57:38.848246Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4fu5alb59o0ihj1gg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:56:56.579372Z,2023-12-09T10:57:13.097397Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4fllalb59o0ihj0sg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:56:22.235548Z,2023-12-09T10:56:41.723832Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4fehptmuf3ee4cfc0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:55:54.505534Z,2023-12-09T10:56:14.157861Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4f6j537dd6q62hk4g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:55:22.952792Z,2023-12-09T10:55:46.009383Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4evvcftmaupnrijfg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:54:55.852418Z,2023-12-09T10:55:15.259485Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
